review_text,rating,review_date,bank,source,app_package
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,com.boa.boaMobileBanking
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,com.boa.boaMobileBanking
Not that much bad,3,2024-12-22,BOA,Google Play,com.boa.boaMobileBanking
Fine,5,2024-12-20,BOA,Google Play,com.boa.boaMobileBanking
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,com.boa.boaMobileBanking
Nic ap,5,2024-12-19,BOA,Google Play,com.boa.boaMobileBanking
The forest app ever,1,2024-12-19,BOA,Google Play,com.boa.boaMobileBanking
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,com.boa.boaMobileBanking
Bank of abissena,1,2024-12-17,BOA,Google Play,com.boa.boaMobileBanking
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,com.boa.boaMobileBanking
GOOD,5,2024-12-14,BOA,Google Play,com.boa.boaMobileBanking
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,com.boa.boaMobileBanking
Poorly functioning app,3,2024-12-13,BOA,Google Play,com.boa.boaMobileBanking
Very nice,5,2024-12-13,BOA,Google Play,com.boa.boaMobileBanking
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,com.boa.boaMobileBanking
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,com.boa.boaMobileBanking
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,com.boa.boaMobileBanking
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,com.boa.boaMobileBanking
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,com.boa.boaMobileBanking
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,com.boa.boaMobileBanking
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,com.boa.boaMobileBanking
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,com.boa.boaMobileBanking
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,com.boa.boaMobileBanking
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,com.boa.boaMobileBanking
exellent digital transaction of money,5,2024-11-26,BOA,Google Play,com.boa.boaMobileBanking
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,com.boa.boaMobileBanking
👏👏👏,5,2024-11-24,BOA,Google Play,com.boa.boaMobileBanking
Money,5,2024-11-24,BOA,Google Play,com.boa.boaMobileBanking
It needs more improvment,2,2024-11-24,BOA,Google Play,com.boa.boaMobileBanking
ab,3,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking
Ademtahir,5,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking
✌️✌️,5,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking
Please this app on my android phone,3,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,com.boa.boaMobileBanking
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,com.boa.boaMobileBanking
Fast and reliable,5,2024-11-18,BOA,Google Play,com.boa.boaMobileBanking
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,com.boa.boaMobileBanking
Very good,5,2024-11-14,BOA,Google Play,com.boa.boaMobileBanking
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,com.boa.boaMobileBanking
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
Oene,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
it good,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
I need a support the app is not working,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
Wweeeer,4,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
Infinx,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
Great service,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,com.boa.boaMobileBanking
senayt Mesfin,4,2024-11-08,BOA,Google Play,com.boa.boaMobileBanking
Bad app vety bad.,1,2024-11-07,BOA,Google Play,com.boa.boaMobileBanking
Abessnya Banke,5,2024-11-05,BOA,Google Play,com.boa.boaMobileBanking
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,com.boa.boaMobileBanking
Professional on banking app,5,2024-11-01,BOA,Google Play,com.boa.boaMobileBanking
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,com.boa.boaMobileBanking
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,com.boa.boaMobileBanking
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,com.boa.boaMobileBanking
Fast transfer,5,2024-10-24,BOA,Google Play,com.boa.boaMobileBanking
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,com.boa.boaMobileBanking
Amrumehamed,1,2024-10-21,BOA,Google Play,com.boa.boaMobileBanking
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,com.boa.boaMobileBanking
ደደገነሐ,5,2024-10-15,BOA,Google Play,com.boa.boaMobileBanking
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,com.boa.boaMobileBanking
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,com.boa.boaMobileBanking
Good App,4,2024-10-12,BOA,Google Play,com.boa.boaMobileBanking
Best app to me,5,2024-10-11,BOA,Google Play,com.boa.boaMobileBanking
BOA,5,2024-10-11,BOA,Google Play,com.boa.boaMobileBanking
Abdulkadir,5,2024-10-11,BOA,Google Play,com.boa.boaMobileBanking
Bad,1,2024-10-10,BOA,Google Play,com.boa.boaMobileBanking
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,com.boa.boaMobileBanking
Nise mobile bankig,4,2024-10-05,BOA,Google Play,com.boa.boaMobileBanking
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking
Ok,5,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking
Worest app,1,2024-10-03,BOA,Google Play,com.boa.boaMobileBanking
The worest app ever,1,2024-10-03,BOA,Google Play,com.boa.boaMobileBanking
አሪፍ ነው በርቱልን,5,2024-10-02,BOA,Google Play,com.boa.boaMobileBanking
CBE ይለያል።,5,2025-11-29,CBE,Google Play,com.combanketh.mobilebanking
it's special for me,5,2025-11-29,CBE,Google Play,com.combanketh.mobilebanking
Make it user friendly.,2,2025-11-29,CBE,Google Play,com.combanketh.mobilebanking
maaliif daddafee install gaafata,3,2025-11-28,CBE,Google Play,com.combanketh.mobilebanking
good app,5,2025-11-28,CBE,Google Play,com.combanketh.mobilebanking
This application is very important and advantage for transfer of money and finance in the coutry and foriegn country.,5,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking
why didn't work this app?,1,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking
The app makes our life easier. Thank you CBE!,5,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking
this app very bad 👎,1,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking
the most advanced app. but how to stay safe?,5,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking
Good application,4,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking
It is nice app,5,2025-11-26,CBE,Google Play,com.combanketh.mobilebanking
best,5,2025-11-25,CBE,Google Play,com.combanketh.mobilebanking
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play,com.combanketh.mobilebanking
nice app...,5,2025-11-25,CBE,Google Play,com.combanketh.mobilebanking
very good banking service and fast service,5,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking
thanks blc this app help me to use all time,5,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking
good,5,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking
why we can't send money to other people telebirr wallets??,1,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23,CBE,Google Play,com.combanketh.mobilebanking
በጣም ቀላልና ምቹ ነው።,5,2025-11-23,CBE,Google Play,com.combanketh.mobilebanking
wow,5,2025-11-23,CBE,Google Play,com.combanketh.mobilebanking
nice,5,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking
you are the reason why i got ye chogara himem,1,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking
it is so smart app i recommend it for everyone,5,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking
excellent,5,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking
ዳጊ,5,2025-11-21,CBE,Google Play,com.combanketh.mobilebanking
absolutely right,5,2025-11-21,CBE,Google Play,com.combanketh.mobilebanking
mid application it's so annoying,3,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking
I used morethan one year,4,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking
"It's great app,I love this app",5,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking
Nice,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
suckkkks,1,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
I love you this app,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
make life easy,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
securr,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking
My most optional bank,5,2025-11-17,CBE,Google Play,com.combanketh.mobilebanking
5 star,5,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking
it is fantastic app.,5,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking
sifen,5,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking
i like this√,4,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking
Ok,3,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,CBE,Google Play,com.combanketh.mobilebanking
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,Google Play,com.combanketh.mobilebanking
Like,5,2025-11-13,CBE,Google Play,com.combanketh.mobilebanking
Nice and very useful app i like it!,5,2025-11-13,CBE,Google Play,com.combanketh.mobilebanking
Good,5,2025-11-13,CBE,Google Play,com.combanketh.mobilebanking
smart app,4,2025-11-12,CBE,Google Play,com.combanketh.mobilebanking
good App,5,2025-11-12,CBE,Google Play,com.combanketh.mobilebanking
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,Google Play,com.combanketh.mobilebanking
ok,5,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking
cbe is my choice,4,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking
Awesome,5,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking
Very convenient App,5,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
wow apk,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
best 100 %,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
bad app,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
best app,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
nice app,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
I can't access it properly I think it needs update,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
👌👌,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
best 👌,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
not Refresh,2,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
your statement is not used as wanted,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking
good very good,5,2025-11-09,CBE,Google Play,com.combanketh.mobilebanking
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,Google Play,com.combanketh.mobilebanking
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking
Good !,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking
i like it,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking
Very nice app,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking
the app is not functional this week.,4,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking
very updated bank,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking
tankyu,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking
loved it,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking
this app is not working on my phone,5,2025-11-03,CBE,Google Play,com.combanketh.mobilebanking
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play,com.combanketh.mobilebanking
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,Google Play,com.combanketh.mobilebanking
wow 😘😘😘,4,2025-11-02,CBE,Google Play,com.combanketh.mobilebanking
mobile banking broblem,5,2025-11-01,CBE,Google Play,com.combanketh.mobilebanking
good job,5,2025-11-01,CBE,Google Play,com.combanketh.mobilebanking
it is a good and clear apps to use,4,2025-10-31,CBE,Google Play,com.combanketh.mobilebanking
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,CBE,Google Play,com.combanketh.mobilebanking
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,CBE,Google Play,com.combanketh.mobilebanking
niiceh,5,2025-10-29,CBE,Google Play,com.combanketh.mobilebanking
the app is good but their is no dark mode you have to add it,3,2025-10-29,CBE,Google Play,com.combanketh.mobilebanking
🤮,1,2025-10-29,CBE,Google Play,com.combanketh.mobilebanking
abdulakim abrahim elemoo,5,2025-10-28,CBE,Google Play,com.combanketh.mobilebanking
strong,5,2025-10-28,CBE,Google Play,com.combanketh.mobilebanking
Abebaw Zenebe,5,2025-10-28,CBE,Google Play,com.combanketh.mobilebanking
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,Google Play,com.combanketh.mobilebanking
Cbe,5,2025-10-27,CBE,Google Play,com.combanketh.mobilebanking
Active and granted system,5,2025-10-27,CBE,Google Play,com.combanketh.mobilebanking
fast app,4,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
cool 😎,5,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
Galaxy A10s,3,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
the best apps,5,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
arif app new,5,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
laga Bari biranch,5,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,CBE,Google Play,com.combanketh.mobilebanking
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,CBE,Google Play,com.combanketh.mobilebanking
Attractive,5,2025-10-25,CBE,Google Play,com.combanketh.mobilebanking
mite,5,2025-10-24,CBE,Google Play,com.combanketh.mobilebanking
useful,5,2025-10-24,CBE,Google Play,com.combanketh.mobilebanking
"not good, not bad!",3,2025-10-23,CBE,Google Play,com.combanketh.mobilebanking
very good,5,2025-10-23,CBE,Google Play,com.combanketh.mobilebanking
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,CBE,Google Play,com.combanketh.mobilebanking
imp,5,2025-10-22,CBE,Google Play,com.combanketh.mobilebanking
super fast app,5,2025-10-21,CBE,Google Play,com.combanketh.mobilebanking
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,Google Play,com.combanketh.mobilebanking
cbe,4,2025-10-18,CBE,Google Play,com.combanketh.mobilebanking
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,CBE,Google Play,com.combanketh.mobilebanking
blah blah blah,5,2025-10-18,CBE,Google Play,com.combanketh.mobilebanking
bad ግዴታ መሆንሁ,1,2025-10-17,CBE,Google Play,com.combanketh.mobilebanking
CBE no.1,5,2025-10-17,CBE,Google Play,com.combanketh.mobilebanking
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,CBE,Google Play,com.combanketh.mobilebanking
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,Google Play,com.combanketh.mobilebanking
gooof,5,2025-10-16,CBE,Google Play,com.combanketh.mobilebanking
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,Google Play,com.combanketh.mobilebanking
Best app,5,2025-10-15,CBE,Google Play,com.combanketh.mobilebanking
still not perfect like before,1,2025-10-15,CBE,Google Play,com.combanketh.mobilebanking
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,Google Play,com.combanketh.mobilebanking
APPLIED,1,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking
10 years ago,4,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking
Asefa Obsa,5,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking
it's good app,5,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking
very slow,1,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking
berhan deriba wami,4,2025-10-14,CBE,Google Play,com.combanketh.mobilebanking
mahamad Usman,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking
Erako,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking
🔥🔥🔥🔥🔥,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking
opne,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking
mehommd nuri,5,2025-10-13,CBE,Google Play,com.combanketh.mobilebanking
Best,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking
providing very secure service.,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,CBE,Google Play,com.combanketh.mobilebanking
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-11,CBE,Google Play,com.combanketh.mobilebanking
Mamma Husen,2,2025-10-11,CBE,Google Play,com.combanketh.mobilebanking
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play,com.combanketh.mobilebanking
exceptional application from others bank,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking
good👍👍👍😊😊😊,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking
really good app,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking
smart bank CBE,5,2025-10-10,CBE,Google Play,com.combanketh.mobilebanking
Ali urgesa11,3,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
it's good,5,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
Good apps,5,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
best app i ever seen,5,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
it's game changing in financial system,4,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
"z,MKT 20_._!8+⅓⅕😘r",1,2025-10-09,CBE,Google Play,com.combanketh.mobilebanking
will good updating,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking
why removing screenshot feature why?,2,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking
user compatible app!,5,2025-10-08,CBE,Google Play,com.combanketh.mobilebanking
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play,com.combanketh.mobilebanking
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,CBE,Google Play,com.combanketh.mobilebanking
Our Commercial Bank of Ethiopia is Good !,5,2025-10-06,CBE,Google Play,com.combanketh.mobilebanking
Asledin Ibsa,5,2025-10-06,CBE,Google Play,com.combanketh.mobilebanking
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play,com.combanketh.mobilebanking
my bank,5,2025-10-05,CBE,Google Play,com.combanketh.mobilebanking
Data,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking
