review_text,rating,review_date,bank,source,app_package
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking
excellent app with lots of features,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking
very good 👍 mobile banking,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking
so special,5,2025-10-04,CBE,Google Play,com.combanketh.mobilebanking
wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking
woow cbe,5,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking
cbe the best bank app,4,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking
This App CBE bank it's Simple and Smart I Like it.,5,2025-10-03,CBE,Google Play,com.combanketh.mobilebanking
Rijalufaris,5,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking
its Best app But i hate the Repeatedly update request,5,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking
imoo,3,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking
screen shoot always not allowed why?,5,2025-10-02,CBE,Google Play,com.combanketh.mobilebanking
enkorabetalen,5,2025-10-01,CBE,Google Play,com.combanketh.mobilebanking
Gamada mahamadi,1,2025-09-30,CBE,Google Play,com.combanketh.mobilebanking
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,CBE,Google Play,com.combanketh.mobilebanking
verfcasencod,5,2025-09-30,CBE,Google Play,com.combanketh.mobilebanking
you can't get your own transaction history,1,2025-09-29,CBE,Google Play,com.combanketh.mobilebanking
sintu,5,2025-09-29,CBE,Google Play,com.combanketh.mobilebanking
BEST,5,2025-09-28,CBE,Google Play,com.combanketh.mobilebanking
Bank of Ethiopia,5,2025-09-28,CBE,Google Play,com.combanketh.mobilebanking
"All most Good, but need improvement",5,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking
poor app all of you guys delete CBE and download BOA,1,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking
niceapp,5,2025-09-27,CBE,Google Play,com.combanketh.mobilebanking
the best app of all,5,2025-09-25,CBE,Google Play,com.combanketh.mobilebanking
❤️,5,2025-09-25,CBE,Google Play,com.combanketh.mobilebanking
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,2025-09-24,CBE,Google Play,com.combanketh.mobilebanking
Juhaar,5,2025-09-24,CBE,Google Play,com.combanketh.mobilebanking
I am using CBE app very fantastic.,5,2025-09-24,CBE,Google Play,com.combanketh.mobilebanking
bist app tankyou,4,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking
this is very useful and consistent app,5,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking
So good,5,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,CBE,Google Play,com.combanketh.mobilebanking
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,CBE,Google Play,com.combanketh.mobilebanking
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,CBE,Google Play,com.combanketh.mobilebanking
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking
very important app,4,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking
the best of all mobile banking in Ethiopia works perfectly fine,5,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking
DANTRO BAND!!!,5,2025-09-21,CBE,Google Play,com.combanketh.mobilebanking
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,CBE,Google Play,com.combanketh.mobilebanking
asfaw damse,5,2025-09-19,CBE,Google Play,com.combanketh.mobilebanking
jabadhaa namatii tolataan,5,2025-09-19,CBE,Google Play,com.combanketh.mobilebanking
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,CBE,Google Play,com.combanketh.mobilebanking
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play,com.combanketh.mobilebanking
Truly amazing!,5,2025-09-18,CBE,Google Play,com.combanketh.mobilebanking
Doesn't have option to generate statement for transactions,3,2025-09-18,CBE,Google Play,com.combanketh.mobilebanking
😎,5,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking
JanaleBl,5,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking
nice application,5,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking
WaaaaaaaW,1,2025-09-17,CBE,Google Play,com.combanketh.mobilebanking
very nice,5,2025-09-16,CBE,Google Play,com.combanketh.mobilebanking
Of,5,2025-09-16,CBE,Google Play,com.combanketh.mobilebanking
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,com.combanketh.mobilebanking
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,com.combanketh.mobilebanking
apdat the app,5,2025-09-14,CBE,Google Play,com.combanketh.mobilebanking
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking
great,5,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking
it is best to me,1,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,com.combanketh.mobilebanking
Excellent app,5,2025-09-12,CBE,Google Play,com.combanketh.mobilebanking
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,com.combanketh.mobilebanking
love,5,2025-09-12,CBE,Google Play,com.combanketh.mobilebanking
Hasasa bank,1,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking
All ways Trusted.,5,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking
I like this app,5,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play,com.combanketh.mobilebanking
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,com.combanketh.mobilebanking
good morning 🙏,5,2025-09-10,CBE,Google Play,com.combanketh.mobilebanking
am happy 😃,5,2025-09-09,CBE,Google Play,com.combanketh.mobilebanking
wowww,5,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking
It is well organized.,5,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,com.combanketh.mobilebanking
the app does not open,1,2025-09-07,CBE,Google Play,com.combanketh.mobilebanking
from Monk,3,2025-09-06,CBE,Google Play,com.combanketh.mobilebanking
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,com.combanketh.mobilebanking
incredible,5,2025-09-06,CBE,Google Play,com.combanketh.mobilebanking
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
it's the best money transfer app ever,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
it is nice,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
user friendly. best.,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
🙏,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
አሪፍ,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
best app!!!,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
very good app,5,2025-09-05,CBE,Google Play,com.combanketh.mobilebanking
jabirabdala,5,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking
zinaa Ahmed,5,2025-09-04,CBE,Google Play,com.combanketh.mobilebanking
absolutely excellent,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking
amazing app,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking
perfect and easy,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking
fastest,5,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking
My account is not working,4,2025-09-03,CBE,Google Play,com.combanketh.mobilebanking
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,com.combanketh.mobilebanking
topp,5,2025-09-01,CBE,Google Play,com.combanketh.mobilebanking
I appreciate it,5,2025-09-01,CBE,Google Play,com.combanketh.mobilebanking
v.good app,5,2025-09-01,CBE,Google Play,com.combanketh.mobilebanking
sahib amin jamal,1,2025-08-30,CBE,Google Play,com.combanketh.mobilebanking
installi,5,2025-08-30,CBE,Google Play,com.combanketh.mobilebanking
very good apps,5,2025-08-30,CBE,Google Play,com.combanketh.mobilebanking
👍👍👍👍,1,2025-08-30,CBE,Google Play,com.combanketh.mobilebanking
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,Google Play,com.combanketh.mobilebanking
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,Google Play,com.combanketh.mobilebanking
tinishu titiba,5,2025-08-29,CBE,Google Play,com.combanketh.mobilebanking
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play,com.combanketh.mobilebanking
Yuuuuu,5,2025-08-29,CBE,Google Play,com.combanketh.mobilebanking
I found it very much friendly,5,2025-08-29,CBE,Google Play,com.combanketh.mobilebanking
"Very useful app, while we use CBE.",5,2025-08-28,CBE,Google Play,com.combanketh.mobilebanking
woooow,5,2025-08-28,CBE,Google Play,com.combanketh.mobilebanking
Redmi,1,2025-08-28,CBE,Google Play,com.combanketh.mobilebanking
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play,com.combanketh.mobilebanking
kamil aweil,5,2025-08-28,CBE,Google Play,com.combanketh.mobilebanking
In your next update can you come with night mode future,5,2025-08-27,CBE,Google Play,com.combanketh.mobilebanking
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play,com.combanketh.mobilebanking
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play,com.combanketh.mobilebanking
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play,com.combanketh.mobilebanking
let us know before you shut down the app,4,2025-08-27,CBE,Google Play,com.combanketh.mobilebanking
excited,5,2025-08-27,CBE,Google Play,com.combanketh.mobilebanking
amizing,5,2025-08-26,CBE,Google Play,com.combanketh.mobilebanking
love it,5,2025-08-26,CBE,Google Play,com.combanketh.mobilebanking
yes it is v good,5,2025-08-26,CBE,Google Play,com.combanketh.mobilebanking
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,com.combanketh.mobilebanking
this app is smart.,5,2025-08-26,CBE,Google Play,com.combanketh.mobilebanking
I am happy,5,2025-08-26,CBE,Google Play,com.combanketh.mobilebanking
Still I have not face critical problems sometimes delay to open,4,2025-08-25,CBE,Google Play,com.combanketh.mobilebanking
ጤና ከድረ,5,2025-08-25,CBE,Google Play,com.combanketh.mobilebanking
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,com.combanketh.mobilebanking
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,com.combanketh.mobilebanking
Thank you,5,2025-08-25,CBE,Google Play,com.combanketh.mobilebanking
muktaar Abraahim,5,2025-08-25,CBE,Google Play,com.combanketh.mobilebanking
🤞Good One,5,2025-08-24,CBE,Google Play,com.combanketh.mobilebanking
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,com.combanketh.mobilebanking
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,com.combanketh.mobilebanking
i like it and aprshat.,4,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
best app and easy to use,5,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play,com.combanketh.mobilebanking
Very disappointing application. it's getting worst by the day. both Amole and their super app. Just abysmal. Very sad.,1,2025-10-31,Dashen,Google Play,com.cr2.amolelight
"Banking made simple, smart, and safe.",5,2025-10-28,Dashen,Google Play,com.cr2.amolelight
It is the best of all i liked it i used it almost 2 years. As a idea i ask dashen bank system officier please make it self registerable app,5,2025-10-27,Dashen,Google Play,com.cr2.amolelight
gngu,5,2025-10-20,Dashen,Google Play,com.cr2.amolelight
"The app is very good , but it does not tell the account number to which transfer is made and the transfer reciever also does not know from whom the transaction was made.Moreover it requires frequent update within short period. Hence improve it accordingly.",4,2025-09-09,Dashen,Google Play,com.cr2.amolelight
"The best app and easy to use. The only draw back, it has no password reset option without going to brach. Pls modify it.",3,2025-08-24,Dashen,Google Play,com.cr2.amolelight
Please enable the app for sreen shoot,1,2025-08-18,Dashen,Google Play,com.cr2.amolelight
good,3,2025-08-11,Dashen,Google Play,com.cr2.amolelight
the best mobile banking app in Ethiopia,5,2025-07-19,Dashen,Google Play,com.cr2.amolelight
ግኡድ app,5,2025-07-17,Dashen,Google Play,com.cr2.amolelight
nice app,5,2025-07-16,Dashen,Google Play,com.cr2.amolelight
it's awesome application but there is no available card less système,5,2025-07-11,Dashen,Google Play,com.cr2.amolelight
The app suddenly stops,1,2025-06-12,Dashen,Google Play,com.cr2.amolelight
it is even super than super app,5,2025-06-12,Dashen,Google Play,com.cr2.amolelight
It would be more helpful if a/c no used for transfer are saved and usable for any future time transfers,4,2025-06-10,Dashen,Google Play,com.cr2.amolelight
truly one step ahead,4,2025-06-09,Dashen,Google Play,com.cr2.amolelight
best,5,2025-06-05,Dashen,Google Play,com.cr2.amolelight
nice application,4,2025-05-27,Dashen,Google Play,com.cr2.amolelight
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,Dashen,Google Play,com.cr2.amolelight
best app,5,2025-05-16,Dashen,Google Play,com.cr2.amolelight
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,Dashen,Google Play,com.cr2.amolelight
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15,Dashen,Google Play,com.cr2.amolelight
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15,Dashen,Google Play,com.cr2.amolelight
Amole is the digital mobile application what i prefer.,5,2025-05-15,Dashen,Google Play,com.cr2.amolelight
nice,4,2025-05-12,Dashen,Google Play,com.cr2.amolelight
best mobile banking app👍,5,2025-05-10,Dashen,Google Play,com.cr2.amolelight
Complicated and fake app,1,2025-04-29,Dashen,Google Play,com.cr2.amolelight
Its Good updation from Previous,3,2025-04-25,Dashen,Google Play,com.cr2.amolelight
yarid dima,5,2025-04-17,Dashen,Google Play,com.cr2.amolelight
Best app,5,2025-04-13,Dashen,Google Play,com.cr2.amolelight
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10,Dashen,Google Play,com.cr2.amolelight
dashin,3,2025-04-07,Dashen,Google Play,com.cr2.amolelight
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29,Dashen,Google Play,com.cr2.amolelight
everything is perfect,5,2025-03-29,Dashen,Google Play,com.cr2.amolelight
Dashin Bank#1,5,2025-03-20,Dashen,Google Play,com.cr2.amolelight
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,Dashen,Google Play,com.cr2.amolelight
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,Dashen,Google Play,com.cr2.amolelight
I use this app so many times so i like it,5,2025-03-17,Dashen,Google Play,com.cr2.amolelight
Why did u change the option to transfer to other tellebirr account,1,2025-03-17,Dashen,Google Play,com.cr2.amolelight
It's nice and simple to use app.,5,2025-03-16,Dashen,Google Play,com.cr2.amolelight
Just 👍,5,2025-03-15,Dashen,Google Play,com.cr2.amolelight
Not god its,5,2025-03-14,Dashen,Google Play,com.cr2.amolelight
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08,Dashen,Google Play,com.cr2.amolelight
It doesn't work,1,2025-03-02,Dashen,Google Play,com.cr2.amolelight
ምርጥ,5,2025-02-28,Dashen,Google Play,com.cr2.amolelight
Best,5,2025-02-26,Dashen,Google Play,com.cr2.amolelight
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26,Dashen,Google Play,com.cr2.amolelight
Excellent app,5,2025-02-24,Dashen,Google Play,com.cr2.amolelight
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23,Dashen,Google Play,com.cr2.amolelight
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21,Dashen,Google Play,com.cr2.amolelight
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,Dashen,Google Play,com.cr2.amolelight
Dashen bank ATM,5,2025-02-20,Dashen,Google Play,com.cr2.amolelight
Good,1,2025-02-18,Dashen,Google Play,com.cr2.amolelight
Good Banking App,5,2025-02-17,Dashen,Google Play,com.cr2.amolelight
stay hamble,5,2025-02-14,Dashen,Google Play,com.cr2.amolelight
Great,5,2025-02-13,Dashen,Google Play,com.cr2.amolelight
ይሄ አሪፍ,2,2025-02-12,Dashen,Google Play,com.cr2.amolelight
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12,Dashen,Google Play,com.cr2.amolelight
Very slow and it seems it needs update everytime,1,2025-02-12,Dashen,Google Play,com.cr2.amolelight
Nice,5,2025-02-11,Dashen,Google Play,com.cr2.amolelight
Open app amole dashin,5,2025-02-10,Dashen,Google Play,com.cr2.amolelight
Akiliua,5,2025-02-10,Dashen,Google Play,com.cr2.amolelight
Perfiekt,5,2025-02-10,Dashen,Google Play,com.cr2.amolelight
Help,5,2025-02-08,Dashen,Google Play,com.cr2.amolelight
Good app,5,2025-02-08,Dashen,Google Play,com.cr2.amolelight
A very fast mobile banking app,5,2025-02-07,Dashen,Google Play,com.cr2.amolelight
Good job,5,2025-02-07,Dashen,Google Play,com.cr2.amolelight
It's nice and easy to use,5,2025-02-07,Dashen,Google Play,com.cr2.amolelight
Nice app,5,2025-02-07,Dashen,Google Play,com.cr2.amolelight
Good app i used it always,5,2025-02-07,Dashen,Google Play,com.cr2.amolelight
It is very very slow pls update,2,2025-02-06,Dashen,Google Play,com.cr2.amolelight
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04,Dashen,Google Play,com.cr2.amolelight
Good app Amole Wonderful,5,2025-02-01,Dashen,Google Play,com.cr2.amolelight
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01,Dashen,Google Play,com.cr2.amolelight
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen,Google Play,com.cr2.amolelight
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,Dashen,Google Play,com.cr2.amolelight
WOW that's awesome,5,2025-01-27,Dashen,Google Play,com.cr2.amolelight
I cant choose select an account,1,2025-01-26,Dashen,Google Play,com.cr2.amolelight
Good👍,5,2025-01-22,Dashen,Google Play,com.cr2.amolelight
wow,5,2025-01-15,Dashen,Google Play,com.cr2.amolelight
we needs modification at all !,1,2025-01-14,Dashen,Google Play,com.cr2.amolelight
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,Dashen,Google Play,com.cr2.amolelight
Generic error how tofix,4,2025-01-06,Dashen,Google Play,com.cr2.amolelight
Fast and suitable to learn.,5,2025-01-04,Dashen,Google Play,com.cr2.amolelight
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,Dashen,Google Play,com.cr2.amolelight
Sometimes it's soo slow,3,2025-01-01,Dashen,Google Play,com.cr2.amolelight
the best app I used always,1,2024-12-31,Dashen,Google Play,com.cr2.amolelight
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,Dashen,Google Play,com.cr2.amolelight
fast and secure app,5,2024-12-23,Dashen,Google Play,com.cr2.amolelight
Ok,4,2024-12-18,Dashen,Google Play,com.cr2.amolelight
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,Dashen,Google Play,com.cr2.amolelight
Yeb,5,2024-12-12,Dashen,Google Play,com.cr2.amolelight
Good Ait service!,5,2024-12-09,Dashen,Google Play,com.cr2.amolelight
Sisay mustefa abani,5,2024-12-08,Dashen,Google Play,com.cr2.amolelight
Wow,5,2024-12-06,Dashen,Google Play,com.cr2.amolelight
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,Dashen,Google Play,com.cr2.amolelight
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen,Google Play,com.cr2.amolelight
Thnk you,5,2024-12-02,Dashen,Google Play,com.cr2.amolelight
I like this app b/c it has many options and easily useable,5,2024-11-28,Dashen,Google Play,com.cr2.amolelight
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,Dashen,Google Play,com.cr2.amolelight
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,Dashen,Google Play,com.cr2.amolelight
Naysssss,5,2024-11-27,Dashen,Google Play,com.cr2.amolelight
It's good,3,2024-11-21,Dashen,Google Play,com.cr2.amolelight
Big love,5,2024-11-20,Dashen,Google Play,com.cr2.amolelight
Excellent,5,2024-11-16,Dashen,Google Play,com.cr2.amolelight
Please decrease app size,4,2024-11-09,Dashen,Google Play,com.cr2.amolelight
It's great,5,2024-11-08,Dashen,Google Play,com.cr2.amolelight
Alem Zeleqe,3,2024-11-08,Dashen,Google Play,com.cr2.amolelight
❤️,5,2024-11-08,Dashen,Google Play,com.cr2.amolelight
Great Financial App,5,2024-10-28,Dashen,Google Play,com.cr2.amolelight
Deshan bank,5,2024-10-27,Dashen,Google Play,com.cr2.amolelight
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,Dashen,Google Play,com.cr2.amolelight
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,Dashen,Google Play,com.cr2.amolelight
Best App for all users.,5,2024-10-02,Dashen,Google Play,com.cr2.amolelight
